business_id,alias,title
PVeabNks9iMxt5C12AR3cA,breakfast_brunch,Breakfast & Brunch
PVeabNks9iMxt5C12AR3cA,cafes,Cafes
GpawXT0eroxrkMqsv4ISKg,coffee,Coffee & Tea
iHeP8OmTwcqYeyMuEpIaxw,vietnamese,Vietnamese
iHeP8OmTwcqYeyMuEpIaxw,bubbletea,Bubble Tea
iHeP8OmTwcqYeyMuEpIaxw,sandwiches,Sandwiches
ppT0Rbx0-_W0W8DqY2fPiA,pizza,Pizza
ThZdaQiCbu8mL8rbLNyrgA,indpak,Indian
ThZdaQiCbu8mL8rbLNyrgA,pakistani,Pakistani
5aGYZbjkXpCecz4QH2ZKFg,buffets,Buffets
5aGYZbjkXpCecz4QH2ZKFg,chinese,Chinese
WItlLMrwWUbZhi7aSAzs2Q,southern,Southern
WItlLMrwWUbZhi7aSAzs2Q,bowling,Bowling
WItlLMrwWUbZhi7aSAzs2Q,bars,Bars
sf6xO8BDp2-IzP9oB1_C9A,burgers,Burgers
sf6xO8BDp2-IzP9oB1_C9A,sandwiches,Sandwiches
MGknXew849fglTVu8cV7EA,vietnamese,Vietnamese
MGknXew849fglTVu8cV7EA,bubbletea,Bubble Tea
krlBwPboTImWFS1xwPr70Q,japanese,Japanese
krlBwPboTImWFS1xwPr70Q,sushi,Sushi Bars
iiuXldyDVwgtmFwo_pxSAg,chicken_wings,Chicken Wings
iiuXldyDVwgtmFwo_pxSAg,tradamerican,American (Traditional)
iiuXldyDVwgtmFwo_pxSAg,sportsbars,Sports Bars
mrzGyreS9XKOOTMo9LnlSA,japanese,Japanese
WKK4pVmSvlZu-oUT63fwNQ,sandwiches,Sandwiches
WKK4pVmSvlZu-oUT63fwNQ,hotdogs,Fast Food
WKK4pVmSvlZu-oUT63fwNQ,delis,Delis
CAStb1vB9y-QMQrt4PxEFA,mexican,Mexican
CAStb1vB9y-QMQrt4PxEFA,hotdogs,Fast Food
gxzomiuRrCWvpKAKnVBsaA,sandwiches,Sandwiches
wPVEI29NxwH70IjNXJiNrg,sandwiches,Sandwiches
_2trMwFsh5-IqqEcQ-OLVA,bbq,Barbeque
_2trMwFsh5-IqqEcQ-OLVA,tradamerican,American (Traditional)
_2trMwFsh5-IqqEcQ-OLVA,sportsbars,Sports Bars
BToSTEiaK94G3h5_XROEcA,mexican,Mexican
BToSTEiaK94G3h5_XROEcA,candy,Candy Stores
_LpSQnY1MGcQcUwXQNadtQ,vietnamese,Vietnamese
NMw6zTXoZDEzNchVIfL1pQ,mexican,Mexican
NMw6zTXoZDEzNchVIfL1pQ,desserts,Desserts
NMw6zTXoZDEzNchVIfL1pQ,tradamerican,American (Traditional)
ThZdaQiCbu8mL8rbLNyrgA,indpak,Indian
ThZdaQiCbu8mL8rbLNyrgA,pakistani,Pakistani
WItlLMrwWUbZhi7aSAzs2Q,southern,Southern
WItlLMrwWUbZhi7aSAzs2Q,bowling,Bowling
WItlLMrwWUbZhi7aSAzs2Q,bars,Bars
Oi-u4KqrcZbIWSYKnh7mJA,chinese,Chinese
Ohm7MmbCtN6sgxmPiDE9jA,pizza,Pizza
Ohm7MmbCtN6sgxmPiDE9jA,salad,Salad
Ohm7MmbCtN6sgxmPiDE9jA,burgers,Burgers
sf6xO8BDp2-IzP9oB1_C9A,burgers,Burgers
sf6xO8BDp2-IzP9oB1_C9A,sandwiches,Sandwiches
